"","restaurant_name","rating_review","review_id","title_review","review_full","date","city","author_id"
"94072","Carmine_s_Italian_Restaurant_Times_Square",3,"review_458100474","Good for group","I went to Carmine's with my business partners and colleagues from Korea. If you are looking for a place for a group of 10 people or more, this is the place to go.",2017-02-08,"New_York_City_New_York","UID_72094"
"468720","Olive_Garden",5,"review_227924578","Best deal ever!","Loved the unlimited salad option.  Very worthwhile !  Soup is also good.  Large restaurant but quiet with an easy flow.  Friendly wait staff.",2014-09-09,"New_York_City_New_York","UID_105728"
"301871","Lattanzi_Ristorante",2,"review_341969755","Great Food, service was the worst, ...reserved for anyone who looks like they have money.","the food was excellent, the service was terrible... slow waiter, aloof, couldn't find him most of the time...had to ask for everything from pepper to a wine list... BUT the waiter across from us ( who obviously knew his table were regulars) was attentive, helpful and very pleasant.....i wouldn't recommend this place to anyone coming for a nice meal before or after a show. Obvious disdain for out of towners who by the way paid over 100$ for dinner for 2.",2016-01-22,"New_York_City_New_York","UID_174025"
"274864","Ritz_Diner",3,"review_549783220","Mediocre ","Extensive menu. Busy. Staff constantly kept coffee and water topped up and plates cleared quickly. However, they were very impersonal and not very friendly. Food served quickly and was okay, not fantastic, but okay. Affordable.",2017-12-28,"New_York_City_New_York","UID_162845"
"101562","Union_Square_Cafe",4,"review_232134873","Good choice for lunch","Recently had lunch at Union Square cafe and overall we had a good experience. Service and food were very good and I will definitely return. I would like to return for their famous bar hours which I have bee told serve the best nuts in town. I would have given it an excellent review, but the server must have gotten distracted and one of the plates wasn't what we ordered. Besides that, I think its a great place to eat while visiting NYC.",2014-10-01,"New_York_City_New_York","UID_13310"
"218152","Cock_Bull",5,"review_238663688","Good pub lunch","Good food, great beer selection and good service.  If you are looking for pub atmosphere - this is a good place to go.Would return.",2014-11-07,"New_York_City_New_York","UID_117154"
"77838","Carmine_s_Italian_Restaurant_Times_Square",4,"review_196442673","Good food, despite the service","Excellent italian food. I thought that this restaurant was a `cousin` of the Carmine`s in Chicago, but the not so polite attendant mentioned that he was not aware of any other Carmine`s in the world.... Food, as mentioned above, was great. Be careful with the BIG portions....",2014-03-06,"New_York_City_New_York","UID_61540"
"267875","The_Long_Room",3,"review_454973727","Just an average experience","Ate at the Long Room for a business meeting and found that they have a very good beer menu on the tap, but otherwise it was just an average dining experience. The seating was uncomfortable with high bar stools and not all the chairs had backings. The fire was going which made the small restaurant stifling. We shared several appetizers which were spinach and artichoke dip, wings, calamari. They were large portions that were good for sharing. For dinner I had the pork chops which were dry, the cole slaw was bland and I didn't eat it and the leek potato pancakes were dry and overcooked. It was a disappointing meal for $26.00. Seemed like a good bar scene, but maybe not the best place for dinner.",2017-01-26,"New_York_City_New_York","UID_159923"
"92233","Carmine_s_Italian_Restaurant_Times_Square",4,"review_462429024","An outing with my friend and his significant other.","Wide variety of choices,nice atmosphere and the staff were very accommodating.The portions are out of this world.",2017-02-24,"New_York_City_New_York","UID_70911"
"259201","Hakkasan_New_York",4,"review_576166697","Asian Restaurant","Is located in the theater district not far from Times Square. It is interesting inside.The food and service is ok.It is necessary to book the table",2018-04-27,"New_York_City_New_York","UID_10319"
"105443","Union_Square_Cafe",5,"review_123417993","Still Fabulous","This place is still as good as ever. My only regret is that we didn't get to eat dinner there on this trip, but we all loved our lunches. I would advise asking to sit in the main dining room if eating dinner, as the atmosphere is warmer there, and the art is fun to look at.",2012-01-21,"New_York_City_New_York","UID_79037"
"50759","Murray_s_Cheese_Bar",5,"review_263401931","A bit pricey but worth the experience","a bar....where you can get drinks....and CHEESE! what more could a person ask for? This place was really cool and trendy, an awesome place to grab a couple small bites and a drink before beginning the rest of your night. The cocktails were great and the varieties of cheeses were impressive. The staff was very helpful, fun, and really made the experience a great time. We were offered tons of advice on which cheeses would be interesting to try and how to pair them with certain drinks. The place definitely had a ""hipster"" or ""yuppie vibe"". We had a great time and would definitely recommend it. ",2015-04-03,"New_York_City_New_York","UID_42052"
"130749","Eataly",5,"review_541158204","Authentic and one of my favorite NYC Spots","We have visited Eataly Flatiron several times and love the energy and items they sell!! It is eye candy for someone who enjoys to cook, and eat fresh and purely made foods. Their cannolis are delicious and not overly sweet. So many incredible cheeses and meats!! Great stocking stuffers and cute coffee table books sprinkled throughout the store. Give yourself a good hour or more to browse leisurely. I left with a smile and a bag full of goodies.",2017-11-15,"New_York_City_New_York","UID_93918"
"19031","Benjamin_Steakhouse_Prime",4,"review_671954418","Lunch meet at The Benjamin Prime","Had a lunch meet up with our friends from the Philippines & their friends here in the NYC area. Being that it was Good Friday, we all opted for their excellently grilled Norwegian Salmon. Deserts pecan pie and cheese cake were also delicious. Their price for lunch special is very reasonable.They are centrally located in midtown Manhattan at 40th Street and Madison Avenue. Highly recommended!",2019-05-06,"New_York_City_New_York","UID_17172"
"335801","Dalton_s_Bar_Grill",5,"review_97469516","Best burger this side of the Red River, 15 screens, family and sports atmosphere in day and hot and trendy at night","I've been visiting Daltons for several years and recently brought four family members who were world travelers, here before a theatre date. Most of us ate the most Awesome burgers, and so awesome, my sister returned the next am and had them open up early and cook her a burger because she did not have one the night before.  I chase burgers all over the US and this cheeseburger is the best east of Wild Turkey's in Dallas.",2011-02-21,"New_York_City_New_York","UID_156661"
"489084","Hard_Rock_Cafe",2,"review_194842090","Not the Greatest, go to Juniors instead....","We decided at the last minute to try Hard Rock instead of going back to Juniors (burger bar just round the corner), we had eaten there 2 days before and it was great. This was New Years Day, and wanted a good meal as flying home to UK that night. We accepted the 45 minute wait, which I have to say was in a cramped downstairs area in which you had to sit on the floor, very dark and boring just waiting. We then got called by our number to a queue, had our photo taken and then another small queue... We got to our table after an hour.  Was very surprised as expected to see the place packed, the whole middle area by the stage was empty and whole place not even half full. Food was ok when it finally came out, nothing that special to be honest. It became a standing joke as we asked approx 4 or 5 waiters for some ketchup, the youngest had almost finished by the time it had arrived. We all had burgers of various types, they were ok, but nothing special. I have to say if you want a decent burger, go to juniors, far nicer and cheaper as well....",2014-02-21,"New_York_City_New_York","UID_242923"
"432119","Miss_Korea_BBQ",5,"review_539152626","Delicious lunch","Walked in without having to line up on a saturday--apparently it is unheard of at other times. The only thing is the barbeque option is not available on weekend lunches unless you're willing to pay the dinner prices.  Everything that was ordered was delicious, and the wait staff really made an effort to ensure the food was okay for one gluten-free patron.",2017-11-07,"New_York_City_New_York","UID_8020"
"351110","Puglia_Restaurant",3,"review_438149478","Corporate Outing/Adventure","Met here with a group of co-workers in town for team meeting. While we thoroughly enjoyed our time here I found the music was a bit too loud, The food was average but good. For a group dinner it was perfect for our needs. Our waiter was excellent. Food came out hot and fresh.",2016-11-17,"New_York_City_New_York","UID_194952"
"416311","LAVO_Italian_Restaurant",4,"review_197581104","Good Italian restaurant","This restaurant is a very good combination between 'trendy' and 'good Italian food'.  They have a dining room (with reservation) and a coffee without; I will suggest the second one as the menu is the same. The food is of quality which is reflected in the price; to note that the size if each plate is large. When it comes to the place, they have a DJ and the music is good (but if you don't like music perhaps it is not the right place). I think the service was average.",2014-03-16,"New_York_City_New_York","UID_124097"
"266784","The_Long_Room",5,"review_632312859","Great bar!!","Just back from NYC. After a few hours of (obligatory!) taking photos on Times Square / Broadway, the Long Room was the respite we needed and quietly tucked away from the madness just round the corner!! Lovely interior and bar area, lots of comfortable space, GREAT selection of draught beers, mooreish cider and seasonal ales. Staff were lovely. All we did is sit at the bar, rest our feet, sup, recharge our phones and plan the rest of our day. Perfect for a break and a friendly drink. Thanks guys! ",2018-11-10,"New_York_City_New_York","UID_75771"
"63081","Sweet_Chick",5,"review_249194547","One of the best meals I've ever had","The owner Blair was an amazing host and accommodated our large group of 15. We had several items on the menu such as the Kale BLT salad with the most amazing lemon dressing, shrimp and grits - I had never had grits before but I could never imagine something so simple could be SO delicious and chicken and waffles. Every single thing I tasted I couldn't believe how good it was. I am vegetarian and they even have veggie chicken!! They also have an amazing cocktail list with things that aren't too fancy that they are weird but seemed really special and delicious (watermon, vodka and lemon, grape juice and fizzy gin!). The service was great, the owner is amazing and the food was outstanding. I will come here every time I visit New York!",2015-01-13,"New_York_City_New_York","UID_51131"
"122485","Eataly",5,"review_617144208","Eataly è favoloso (Eataly is fabulous)!","While we were in New York we went to Eataly. I love Eataly! It is a large Italian food market across the street from Madison Square Park and the Flatiron Building. Eatlaly was very busy. It was full of New Yorkers, Italian tourists, and tourists from all over the world. There are 4 or 5 restaurants, and stalls that sell gelato, chocolates, pastries, bread, cannolis, panini, cheese, fish, meat, pasta. It was fun just walking around and looking at all of the amazing food. They sell all kinds of Italian food. We had a fabulous lunch at La Pizza & La Pasta, one of the restaurants. My husband had the quadrati with ricotta, spinach, lemon butter and pistachios. I had the Spaghetti Cacio e Pepe, cheese and pepper. I had a cannoli with pistachio cream and dipped in ground pistachios. It was all superb.",2018-09-16,"New_York_City_New_York","UID_89166"
"211676","Ruth_s_Chris_Steak_House",4,"review_84315457","A nice restaurant to eat","Nice atmosphere. Very good food. My steak (port..) was excellent, well cooked and soft. Great variety of sweets. Srvice needs slightly improvement.",2010-10-21,"New_York_City_New_York","UID_51910"
"198302","Bubby_s_High_Line",3,"review_602881947","Late lunch","They do an incredible business. Service was very good considering how busy it was. Food was good also but it’s so loud that I think I having hearing loss. Would not go back because I like to be able to have a conversation when dining at a restaurant.",2018-08-05,"New_York_City_New_York","UID_128946"
"97515","Nocello",3,"review_732736448","Wrong night","My wife and I had reservations at 8 PM on a Saturday night for a quiet table. We were seated next to 3 tables of four who were together,,,,some kind of family thing and they were loud...the place was pacifked...no other tables available according to the help. We managed to order among ttvhe din...they got the order wrong ...probably b/c they could not hear us.  The food was spectacular, the wine memorable..unfortunately, we had to leave before dessert and coffee with headaches from the noise. Personnel was apolegetic but a $175.00 dinner for two ruined due to issues outside of their control but as we were leaving, we did spot an open table.  Go for the food but not the ambience.",2019-12-14,"New_York_City_New_York","UID_11404"
"292956","Nizza",5,"review_240917169","Excellent Mid Town Italian","One of my wife's best friends recommended Nizza so we went for a dinner on our most recent stay in New York. We walked in without reservations and had a drink at the bar while we waited for a table to open up as the pre theatre crowd was leaving. Even though they all left, the restaurant was busy during the post 8 pm hours. We were not super hungry so we skipped the starters. Steph had a salmon in citrus sauce and enjoyed it and I ordered a huge bowl of mussels in a salty and very delicious tomato sauce that I requested extra bread to sop up. It was wonderful. A couple glasses of wine completed the meal and the bill was $67.",2014-11-21,"New_York_City_New_York","UID_39540"
"235931","Black_Tap",4,"review_591021947","Great burgers!","We ate here one night while visiting our daughter. Had about a 20 minute wait which was well worth it! Service was okay, but the food was super food! Seriously was the best burger I have ever had. Very flavorful. We all shared some of the fancy milkshakes which were also very tasty! We will return the next time we are in town!",2018-06-26,"New_York_City_New_York","UID_90273"
"252091","The_Smith",3,"review_447811397","Noisy, poor service, OK food","My friend and I (two older ladies) dined at this restaurant at 7 pm on a Thursday night. We had a reservation but were seated at a table that seemed like an afterthought. We were seated next to a large and noisy family; one of their kids lay down on my seat when I started to sit down. At least they left after 15 mins. So noisy we couldn't hear each other unless we were leaning way in. Background music with high bass level made it even harder to hear. Water brought to table not very cold. Waitress had a real attitude--not very gracious, only visited to take our order and serve drinks; we only saw her once after that until she finally brought our check. We asked for bread after we'd gotten our meal and saw that other diners had bread. She said ""yeh"" and never brought it--we finally asked a busboy who was helpful and charming, and brought us bread and butter. I do think there was some ageism going on here--both in where we were seated and how we were treated. She was much more attentive to the three other tables of two next to us--with much younger diners. We both had salmon which was very good, though the pilaf and veggies were very salty. Nothing special about this place; would not return.",2016-12-30,"New_York_City_New_York","UID_153232"
"328209","Creamline",4,"review_634155460","Great concept and burger","I really liked the cheeseburger with fries! It was a great place to sit down in the busy Chelsea Market and enjoy a nice meal. I loved the concept of it: ingredients from local farms and purveyors. I hope that's really happening in practice, since I don't mind spending a little more money to support this. The portions are small if considering the ""normal"" sizes for a meal in the US, I guess.",2018-11-18,"New_York_City_New_York","UID_185247"
"283716","Empire_Steak_House",5,"review_432442871","Perfect","I was utterly impressed by this Steak house. Not only was the food fantastic, but I don't remember the last time I received this kind of outstanding service.",2016-10-28,"New_York_City_New_York","UID_166816"
"409493","Uncle_Jack_s_Steakhouse_Westside",4,"review_227009821","Good, but...","The food and service were good, but did not meet my expectations after watching ""Restaurant Stakeout"" since it began. They were out of the smaller filet (which is not exceptional service) so I ordered the prime rib chop since it was the same price as the larger filet. It was huge and flavorful, but it was almost too charred on the outside. I know that the ""steakhouse char"" from cooking in a super hot oven is supposed to be desirable, but it almost tasted burned to me. Perhaps a more sophisticated palate would appreciate it, but after a few bites it became overpowering. The service was reasonably attentive, but not noticeably better than other fine dining establishments I've patronized. The one thing that was BAD about my experience was the temperature in the restaurant. It was very hot and humid inside, to the point where I was uncomfortable and sweating. I almost rated the restaurant ""average"" because of this, but the atmosphere was otherwise pleasant, and the food was better than average. Since I love Willie's show, I really wanted to love this place, but I can only rate it 4/5.",2014-09-04,"New_York_City_New_York","UID_215501"
"432079","Miss_Korea_BBQ",4,"review_185293748","For who wants to experience Korean BBQ & food","good place to eat korean bbq and korean food at NYC. They open 24/7 so you can go there even after mid-night.",2013-11-20,"New_York_City_New_York","UID_223674"
"418724","Isle_of_Capri",5,"review_290190582","Great Food, Service & Atmosphere","First, thank you to my friend Steve E. from Great Neck, who recommended this restaurant to me.  The old world decor brings me back to my vacations in Italy. I felt like a guest eating in a familys home in the Naples region of Italy. The food was excellent.The service couldn't have been better. When you first sit down, they bring you an olive and cheese plate along with a bread basket with the best breadsticks I've had in a long time. We sat in the enclosed ""outdoor"" section. We started with a bottle of Krug Napa Valley Merlot. (I prefer that over Italian) No one rushed us which was wonderful. We had soft shell crabs, bronzino, chicken parm., steamed broccoli, caprise salad, ceasar salad and more. The food was prepared perfectly. It was so pleantiful that we didn't order desert this time.(I plan to on our next visit) Even so, they brought us complimentry biscotti and Lemongelo anyway. The the staff is ""gracious"" and efficient. This is a FAMILY run restaurant.  I believe that's one reason it's so good.",2015-07-18,"New_York_City_New_York","UID_5806"
"93772","La_Masseria",5,"review_440187157","Before Broadway show dinner","La Masseria was excellent. The food and service are superb. From the minute we walked into the restaurant, we felt so welcome. Everything was delicious and served in a timely manner.",2016-11-26,"New_York_City_New_York","UID_55931"
"364270","Turkish_Kitchen",5,"review_204530337","The best Turkish restaurant in NYC - delicious authentic food served with great attention!","I enjoyed the best iskembe soup I have ever tried, it was served with fresh still warm home made bread. As main dish I had the traditional Izgara kofte, the meat was spiced with herbs and cooked to perfection. Make sure to save some space for the desserts you cannot go wrong with any of the daily choices. My favourite is the classic baklava with pistachio which match perfectly with the turkish tea. ",2014-05-07,"New_York_City_New_York","UID_199802"
"130718","Robert",4,"review_142859825","Great surprise in Columbus Circle","Robert is a very cool restaurant, sitting 9 stories up in Columbus Circle. They have a small, quality menu, but the reason to go here is for the view/ambiance. My only negative comment is they didn't give us a window table when there was one available the whole time we were there. Otherwise though, our waiter was personable and the food was great.",2012-10-15,"New_York_City_New_York","UID_75206"
"58025","La_Grenouille",5,"review_432956125","Old Paris Charm","We had an excellent pre-theatre dinner! The service was attentive and the food fabulous. The soufflé is a delight! The elegant floral arrangements and decor made you feel as if you were in another world.",2016-10-30,"New_York_City_New_York","UID_47555"
"164767","The_Milling_Room",5,"review_347419486","Great food, great service","Three of us had a wonderful meal and very well served. It was quiet when we got there at 7 but really picked up as the evening went on - totally full. I had very fine snapper, fresh and well prepared (the Chef even substituted greens for couscous to accommodate my diet.) The chocolate dessert was superb..",2016-02-13,"New_York_City_New_York","UID_3903"
"321496","Tavern_on_the_Green",1,"review_275520819","Disappointment on the Green","We made reservations in advance for our romantic anniversary brunch at Tavern while visiting Manhattan from FL. We arrived ten minutes early and then waited another thiry to finally be seated. Then we received the world's worst server, Joshua, after waiting a while for someone to give us attention. Joshua seemed annoyed and had no desire to work that day. He didn't introduce himself or discuss the menu. We tried to start a conversation with him and asked how he liked working there. His sarcastic response... ""it's a job."" The pastry basket was mediocre in taste. The French toast as well. The bagel and lox were ok. We were ready to pay our bill but our server had dissapeared since our food had been served. My husband had to get his own refill at the bar. Thank goodness the water server was on point with refills or we would have dehydrated in the heat. We had to ask a hostess to find him for us. The scenery was breathtaking but not due to Tavern. That was all Manhattan in May's doing. Overall, my romanticism of having a perfect anniversary brunch in the park was ruined. This place is totally overrated.",2015-05-29,"New_York_City_New_York","UID_146713"
"201267","Porter_House",5,"review_131979024","Wonderful Staff and food","We celebrated our 5 yr anniversary. We had a seat by the windown and we enjoyed our wondeful view. The servers were amazing! We had a few cocktails and of course the steak was to die for. The chef also came out to meet with some tables including ours..nice touch! Even though we aren't VIP I felt like one that night. Would/will come back!",2012-06-14,"New_York_City_New_York","UID_130457"
"332145","Docks_Oyster_Bar",5,"review_242950327","One of My Top Ten Meals","The hotel concierge recommended Dock's . . . and we are so happy he did.  The first thing we noticed as we walked up to Dock's was the front window plastered with Zagat review stickers. That's when I knew we were in for a GOOOOD meal.  We had 6:30 p.m. reservations and we arrived a bit early. The hostess was very accommodating and we were seated within 5 minutes. We were guided to a quiet table in a rear area which turned out to be a huge bonus. The hustle and bustle of New York City was far away and we were able to concentrate on each other and the incredible meal. Our waitress, Cayley, was such a gem. She knew the menu and all of the specials like the back of her hand. She was a professional and never lost her cool, even with all of the tables filled. We had the maki mandarin sushi for an appetizer. We have eaten sushi in Japan, and the sushi we had at Docker's rivaled that. The Docker's sushi chef knocked it out of the park! I ordered the Chilean Sea Bass and my husband ordered the sushi-grade tuna steaks. The Chilean Sea Bass was exquisite. It was almost buttery in texture, and cooked to perfection. The two potato gratin that accompanied it was perfection. My husband's remarked that his tuna was perhaps the most delicious tuna he's ever eaten.  We will definitely return to Docker's.",2014-12-04,"New_York_City_New_York","UID_186898"
"15354","Ayza_Wine_Chocolate_Bar",5,"review_251508138","Decadent!","Great wine list.  Superb accompanying chocolate.  Friendly, knowledgeable staff.  Hurry!  What are you waiting for?!?",2015-01-28,"New_York_City_New_York","UID_14087"
"127363","Gotham_Bar_Grill",5,"review_301756253","Thank you Alfred","i must have contributed over $2M in sales at the Gotham since I moved next door in 1985. For the past two years, I have been living in the center of Firenze, with a fiancé who has cooked for the great Florentine Nobility, those very ones who are selling thousands of bottles of their Tuscan wines world wide. No one has ever complained about Tuscan cooking. I live 150 yards from the Central Market of San Lorenzo. I eat at many restaurants here and in the hills of Tuscany. However, nothing has given me more culinary delight than Alfred and chefs at the Gotham Bar & Grill. As far as I am concerned, Alfred has spear headed an American cuisine, international, in the least, that together with Alice Waters on the West Coast, which is as good, if not better, than all kitchens. Beginning with his representation of the Manhattan skyline in his presentations/plating, Alfred has created dishes that to this day are singularly delicious: Beet Salad; foie gras terrine; tuna tartar which is the best ever. I have had Australian friends who only wanted to eat lamb at the Gotham feeling embarrassed that this was much tastier than Australian Lamb which is the hallmark. His french fired onion rings and his fries are addicting, worthy of 3 stars Michelin. His duck, pork chop, lobster and the original seared tuna with cracked pepper and chicken w shoestring fries, are as viid in my palate today as they were when i consumed them. His burger; his soft shell crabs; his soups are originals that must be preserved for posterity. Alfred created bar seating par excellence. Joel Rubuchon then copied him at his Atelier in Paris. every restaurant needs bar seating.  i send everyone who appreciates food to eat there. I have had over 2,000 meals there. the staff is family and the busboys even more so. everyone should have the pleasure of being blessed with such a neighbor and the means to enjoy every morsel and every drop. god bless alfred and staff.",2015-08-21,"New_York_City_New_York","UID_571"
"184620","Penelope",5,"review_336255872","Excellent oasis","Visited for light dinner on our first night in New York. The atmosphere was nice and the food and service great. We returned for breakfast on a week day morning as the waiter said weekends get hectic. Still very busy but again coffee and food worth it. Would recommend highly.",2015-12-31,"New_York_City_New_York","UID_122055"
"298424","Locanda_Verde",5,"review_194272486","Give that man an Oscar! For food!","Did you know that Robert Deniro is the head chef here? He was so busy cooking our food that we didn't see him but I would rather he concentrate on the food and not on hobnobbing with guests. We arrived without a reservation at 6:15pm and were told it would probably be a 90-minute wait for a table. The restaurant was large, with very high ceilings. It was warm and had a nice bar area (once you got past the rather formidable lady employees who man the front desk. They took our coats away but then gave them back later. The decor of the restaurant is like a gentleman's club or a library, but a library where they don't mind if you eat your lunch and talk to your friend. Having got past the portal guardians, we went to the bar, but when I tried to sit down a barman politely shouted at me because I wasn't allowed there, and he would rather two elvish maidens with long tresses of golden hair sat down. When they moved on, he said now we could sit there. We both have dark hair, so we feel this is probably fair. We had a cocktail each, made very well and put in interesting containers made from glass. After having waited for about 40 minutes, we were taken to table. The 90-minute thing was presumably a cunning test!  Our waiter was young, strange, and rather quiet - he would sneak up on you and put some bread near your hand without saying anything. When we sat down, he came and said, ""Happy Saturday"" to us. We felt really special. Then we heard him saying it to other people who were having dinner at other tables. We felt a little sad then and I had a quick cry. What did we order? Well, we had a bottle of Riesling, which was nice if a little winey. Steak tartare, with a tiny egg from maybe a wren on top of it, and some toast (one piece was a little burned). This dish was very tasty, but it would have been nice to have some condiments on the table so that seasoning could have been adjusted to taste. Then we shared agnolotti with pumpkin, sage, amaretto. It was very nice and tasty, the pasta cooked al dente. Portion size was probably about right. Then we ate a piglet with potatoes, and cod with some bits and pieces. To be honest, we were a little drunk by this point and talking about very interesting things. We had broccoli on the side, and this was nice but a little too bitter for my liking. Pudding was a very nice lemon tart with a limoncello granita and an ice-cream of some sort, and a chocolate torte with also an ice-cream of a different sort. They were both very good and tasty, but quite rich.  We were very full, but not too full to watch three episodes of Top Chef when we got home and comment on which food we would have liked to eat while Padma Lakshmi was saying something or other. She talks a lot of nonsense. While we were at Robert Deniro's restaurant we talked a lot about Top Chef. I think he may have heard us.",2014-02-16,"New_York_City_New_York","UID_172755"
"33807","Tony_s_Di_Napoli_Midtown",5,"review_123363615","THE BEST OF THE BEST","I love this place with all of my heart. They will always fit you in... The eggplant parm is the best I have ever had... the waitstaff are so good at what they do... We wanted for NOTHING during our meal. I eat here about six times a year and whenever I see a Broadway show... convenient.. they get you in and out quickly if need be... not to be MISSED!",2012-01-20,"New_York_City_New_York","UID_29050"
"121578","Saju_Bistro",4,"review_169309813","A Touch of France in NY","We were in France last year and wanted to reminisce at this NY restaurant.  I enjoyed roasted seafood and my husband had risotto. We shared a salad and enjoyed bread and wine with dinner.  Service was good. Food tasty.  I would go back!",2013-07-27,"New_York_City_New_York","UID_88689"
"495670","Bucca_Di_Beppo",5,"review_472911848","Cannolli","We went the first time for cannolli and it was fantastic!!!  One of the best I'd had in NYC.  The second time we went, we couldn't get in without a reservation.  Make a reservation!!!",2017-04-05,"New_York_City_New_York","UID_70359"
"119424","44_X",4,"review_315931446","Generous portions- excellent food","This place is bustling. If you eat outside- it might be loud with traffic noise. The portion sizes were immense. I had the pork tenderloin with ancho spice and mashed potatoes. I could only eat 30%. Others had chicken and salmon and loved their entrees. One of the owners stopped by to talk- very nice man.",2015-10-03,"New_York_City_New_York","UID_6809"
"208445","Marseille",4,"review_59217451","Great Pre-Theatre Meal For A Table of 7","Had a great pre-theatre meal for a table with 7 guests. Service was very attentive and food was excellent. Ordered the steak and frites (excellent) and tasted my wife's lamb, also excellent. The appetizers that we shared were all excellent (tuna tartare, snails, and the wild mushroom flatbread) and I would highly recommend this restaurant when looking for an affordable meal in the theatre district. Was it Le Bernardin, no, but it was an excellent example of reasonably priced classic bistro fare. Would I return, absolutely... Enjoy!",2010-03-22,"New_York_City_New_York","UID_101604"
"303850","Artichoke_Basille_s_Pizza",4,"review_180648958","Pizza NYC","Fantastic atmosphere with friendly service. We requested half and half flavours and they were happy to oblige, its a massive serving (there were 3 of us and we still had left overs) and extremely delicious, totally recommend..",2013-10-11,"New_York_City_New_York","UID_174735"
"354224","TAO_Uptown",3,"review_410394250","Nice location, poor food","Such a nice location, but unfortunately the food and service their are offering is not really worth the price... First, we had to wait 40 min for our reserved table. Then I went for the Pad Thai dish and you need to know, that I travel to asia a lot and I love asian cuisine - but this was just disgusting. It tasted like cheap sweet sour sauce from the little asian store around the corner (not sure if there's one, just felt like). Also the other things we've ordered were not really the standard we are used to. So my advise: Go there for drinks only ...they're anyway expensive enough. Totally overrated.",2016-08-24,"New_York_City_New_York","UID_196118"
"15491","The_Dead_Rabbit",5,"review_568628198","Awesome experience ","Intrigued by the Gangs of New York I wanted to visit the Dead Rabbit Pub. We were not disappointed. It was CROWDED but had the best Irish Coffee ever. The secret is the imported cream. There are three floors all packed. Did not try the food so your on your own on that front. The pub is next store to where George Washington bid farewell to the troops so there is history all around. Enjoy!",2018-03-25,"New_York_City_New_York","UID_14209"
"489109","Freds_Madison_Avenue",4,"review_244990929","Always good!","We always stop here for lunch when in NY.I like the food here, pizza is great and salads too, but the french fries are my favorite.I like the ambience here and beautiful people!",2014-12-18,"New_York_City_New_York","UID_73070"
"100231","West_Side_Steakhouse",4,"review_612438555","Great food slow service","We were warmly welcomed by the maitre d’. We had booked prior. Waiter was a little impersonal and slow. Food was served in the right order and was very delicious. We had the mussels and baby green salad for starters and shared the t bone steak 22oz with potatoe wedges. We really enjoyed the food. Will recommend a visit and will visit again when I’m next in New York.",2018-08-30,"New_York_City_New_York","UID_30724"
"25759","Westway_Diner",5,"review_423829520","Startup Breakfast","Great breakfast in a typical diner on 9th, service was excellent from the minute we arrived, quality of food was very good, worth the extra walk to get this quality.",2016-09-30,"New_York_City_New_York","UID_17107"
"188642","Connolly_s_Pub_Restaurant",4,"review_390444231","Great Waldorf Salad","Only had time for a quick business lunch. Good choice. The grilled chicken Waldorf Salad was very good and the service very quick.",2016-07-08,"New_York_City_New_York","UID_11364"
"262594","Tappo",4,"review_524726918","Italian's liking the Italian food on 24th Street!","The thin crust pizza was amazing! The salads and the soup (Gazpacho) are a cut above most pizza places. All the ingredients was super fresh. Omg... forgot to mention the fantastic Bruschetta. All the food is wonderful! Can't wait to go back to try the shrimp Linguine or Scampi on my next visit.",2017-09-15,"New_York_City_New_York","UID_117735"
"112171","Victor_s_Cafe",5,"review_505563896","Excellent food and service","Victor's Cafe was by far the best place we dined in our 5 day visit to NYC.  The food was well prepared and the service was exceptional. I would highly recommend that you to dine at Victor's Cafe.",2017-07-25,"New_York_City_New_York","UID_83038"
"239800","Red_Rooster_Harlem",5,"review_515356591","Amazing Food","Great service, great drinks, best cornbread I've ever had the pleasure of eating. Will go back when possible!",2017-08-19,"New_York_City_New_York","UID_148100"
"432334","Rue_57",3,"review_150043296","Loses out due to its competitors","Had we not visited some seriously good French restaurants during this trip to Manhattan, I'm sure it would have scored more highly. The service was fine, but as it was very busy when we came here our waitress was no doubt spread very thinly between a number of tables. The food was nice, but doubt we would go back, although you could do a lot worse than try it at least once.",2013-01-19,"New_York_City_New_York","UID_29812"
"171689","Parker_Quinn",4,"review_416825102","Pleased with our Find","We wanted to eat locally to our hotel in a nice typical city restaurant without it being hideously expensive.. just good food and good prices. We felt this ticked the box as much as it could. It was our only 'proper' restaurant night out whilst in the city as we had evening activities planned on other nights. On arrival the welcome team were pleasant without being gushing. The waitress took us to a table but I had spotted the raised booths down the right had side of the restaurant and asked if we could sit at one as the teens would get a good view of the room and it looked more private and comfortable. It was. Wine is expensive, we pushed the boat out and paid the $50 dollars for the cheapest on the menu. Food was very good and what you'd expect to pay. The toilets are through a door at the back and we realised then that this restaurant was part of the Refinery Hotel on 38th. Toilets are all individual booths with frosted glass doors from the waist up.",2016-09-10,"New_York_City_New_York","UID_82029"
"264738","Pappardella",5,"review_202409449","Best pasta ever","They got a pasta with braised beef, swiss chard, caramelized onion & garlicky bread crumbs, had never tasted anything so good",2014-04-23,"New_York_City_New_York","UID_61458"
"266737","The_Long_Room",5,"review_591023938","Broadway show and dinner ","Stopped in after an afternoon show. We were seated right away. This place has a great beer selection as well as menu. We split the chicken slider appetizer which was so good and we had salads for dinner which were also very good. The overall atmosphere is great. The staff were very friendly and attentive. ",2018-06-26,"New_York_City_New_York","UID_83733"
